nom_commune,cog_commune,siren_commune,nuance_politique,famille_nuance
Mathieu,14407,211404074,LNC,Non classé
May-Sur-Orne,14408,211404082,LNC,Non classé
Merville-Franceville-Plage,14409,211404090,LNC,Non classé
Méry-Bissières-En-Auge,14410,200064889,LNC,Non classé
Meslay,14411,211404116,NC,Non classé
Le Mesnil-Au-Grain,14412,211404124,NC,Non classé
Le Mesnil-Eudes,14419,211404199,NC,Non classé
Le Mesnil-Guillaume,14421,211404215,NC,Non classé
Le Mesnil-Robert,14424,211404249,NC,Non classé
Le Mesnil-Simon,14425,211404256,NC,Non classé
Le Mesnil-Sur-Blangy,14426,211404264,NC,Non classé
Le Mesnil-Villement,14427,211404272,NC,Non classé
Meuvaines,14430,211404306,NC,Non classé
Mézidon-Vallée-D'Auge,14431,200064996,LDVC,Centre
Les Monceaux,14435,211404355,NC,Non classé
Monceaux-En-Bessin,14436,211404363,NC,Non classé
Mondeville,14437,211404371,LDVG,Gauche
Mondrainville,14438,211404389,NC,Non classé
Monfréville,14439,211404397,NC,Non classé
Montfiquet,14445,211404454,NC,Non classé
Montigny,14446,211404462,NC,Non classé
Montreuil-En-Auge,14448,211404488,NC,Non classé
Monts-En-Bessin,14449,211404496,NC,Non classé
Morteaux-Couliboeuf,14452,211404520,NC,Non classé
Mosles,14453,211404538,NC,Non classé
Mouen,14454,211404546,LNC,Non classé
Moulines,14455,211404553,,
Moult-Chicheboville,14456,200065019,LNC,Non classé
Les Moutiers-En-Auge,14457,211404579,NC,Non classé
Les Moutiers-En-Cinglais,14458,211404587,NC,Non classé
Moyaux,14460,211404603,LNC,Non classé
Mutrécy,14461,211404611,NC,Non classé
Nonant,14465,211404652,NC,Non classé
Norolles,14466,211404660,NC,Non classé
Noron-L'Abbaye,14467,211404678,NC,Non classé
Noron-La-Poterie,14468,211404686,NC,Non classé
Norrey-En-Auge,14469,211404694,NC,Non classé
Notre-Dame-De-Livaye,14473,211404736,NC,Non classé
Notre-Dame-D'Estrées-Corbon,14474,200049336,NC,Non classé
Val-D'Arry,14475,200064954,LNC,Non classé
Olendon,14476,211404769,NC,Non classé
Orbec,14478,211404785,LNC,Non classé
Osmanville,14480,211404801,NC,Non classé
Ouézy,14482,211404827,NC,Non classé
Ouffières,14483,211404835,NC,Non classé
Ouilly-Du-Houley,14484,211404843,NC,Non classé
Ouilly-Le-Tesson,14486,211404868,NC,Non classé
Ouilly-Le-Vicomte,14487,211404876,NC,Non classé
Ouistreham,14488,211404884,LLR,Droite
Parfouru-Sur-Odon,14491,211404918,NC,Non classé
Pennedepie,14492,211404926,NC,Non classé
Périers-En-Auge,14494,211404942,NC,Non classé
Périers-Sur-Le-Dan,14495,211404959,NC,Non classé
Périgny,14496,211404967,NC,Non classé
Perrières,14497,211404975,NC,Non classé
Pertheville-Ners,14498,211404983,NC,Non classé
Petiville,14499,211404991,NC,Non classé
Pierrefitte-En-Auge,14500,211405006,NC,Non classé
Pierrefitte-En-Cinglais,14501,211405014,NC,Non classé
Pierrepont,14502,211405022,NC,Non classé
Le Pin,14504,211405048,NC,Non classé
Planquery,14506,211405063,NC,Non classé
Plumetot,14509,211405097,NC,Non classé
La Pommeraye,14510,211405105,NC,Non classé
Pont-Bellanger,14511,211405113,NC,Non classé
Pontécoulant,14512,211405121,NC,Non classé
Pont-L'Evêque,14514,200086379,LDVC,Centre
Port-En-Bessin-Huppain,14515,211405154,LNC,Non classé
Potigny,14516,211405162,LNC,Non classé
Préaux-Bocage,14519,211405196,NC,Non classé
Le Pré-D'Auge,14520,211405204,NC,Non classé
Prêtreville,14522,211405220,NC,Non classé
Putot-En-Auge,14524,211405246,NC,Non classé
Belle-Vie-En-Auge,14527,200064970,NC,Non classé
Quetteville,14528,211405287,NC,Non classé
Ranchy,14529,211405295,NC,Non classé
Ranville,14530,211405303,,
Rapilly,14531,211405311,NC,Non classé
Repentigny,14533,211405337,NC,Non classé
Reux,14534,211405345,NC,Non classé
Reviers,14535,211405352,NC,Non classé
La Rivière-Saint-Sauveur,14536,211405360,LNC,Non classé
Castine-En-Plaine,14538,200086502,LNC,Non classé
Rocques,14540,211405402,NC,Non classé
La Roque-Baignard,14541,211405410,NC,Non classé
Rosel,14542,211405428,NC,Non classé
Rots,14543,200060481,LNC,Non classé
Rouvres,14546,211405469,NC,Non classé
Rubercy,14547,211405477,NC,Non classé
Rumesnil,14550,211405501,NC,Non classé
Ryes,14552,211405527,NC,Non classé
Le Castelet,14554,200082931,LNC,Non classé
Saint-André-D'Hébertot,14555,211405550,NC,Non classé
Saint-André-Sur-Orne,14556,211405568,LNC,Non classé
Saint-Arnoult,14557,211405576,LNC,Non classé
Saint-Aubin-D'Arquenay,14558,211405584,LNC,Non classé
Saint-Aubin-Des-Bois,14559,211405592,NC,Non classé
Saint-Aubin-Sur-Mer,14562,211405626,LNC,Non classé
Saint-Benoît-D'Hébertot,14563,211405634,NC,Non classé
Saint-Côme-De-Fresné,14565,211405659,NC,Non classé
Saint-Contest,14566,211405667,LNC,Non classé
Sainte-Croix-Sur-Mer,14569,211405691,NC,Non classé
Valorbiquet,14570,200058378,LNC,Non classé
Saint-Denis-De-Mailloc,14571,211405717,NC,Non classé
Saint-Denis-De-Méré,14572,211405725,NC,Non classé
Saint-Désir,14574,211405741,LNC,Non classé
Saint-Etienne-La-Thillaye,14575,211405758,NC,Non classé
Val-De-Vie,14576,200060408,NC,Non classé
Saint-Gatien-Des-Bois,14578,211405782,LNC,Non classé
Seulline,14579,200066447,,
Saint-Germain-De-Livet,14582,211405824,NC,Non classé
Saint-Germain-Du-Pert,14586,211405865,NC,Non classé
Saint-Germain-La-Blanche-Herbe,14587,211405873,LNC,Non classé
Saint-Germain-Langot,14588,211405881,NC,Non classé
Saint-Germain-Le-Vasson,14589,211405899,NC,Non classé
Sainte-Honorine-De-Ducy,14590,211405907,NC,Non classé
Aure-Sur-Mer,14591,200073377,NC,Non classé
Sainte-Honorine-Du-Fay,14592,211405923,LNC,Non classé
Saint-Hymer,14593,211405931,NC,Non classé
Saint-Jean-De-Livet,14595,211405956,NC,Non classé
Saint-Jouin,14598,211405980,NC,Non classé
Saint-Julien-Sur-Calonne,14601,211406012,NC,Non classé
Saint-Lambert,14602,211406020,NC,Non classé
Saint-Laurent-De-Condel,14603,211406038,NC,Non classé
Saint-Laurent-Sur-Mer,14605,211406053,NC,Non classé
Saint-Léger-Dubosq,14606,211406061,NC,Non classé
Saint-Louet-Sur-Seulles,14607,211406079,NC,Non classé
Saint-Loup-Hors,14609,211406095,NC,Non classé
Saint-Manvieu-Norrey,14610,211406103,LNC,Non classé
Saint-Marcouf,14613,211406137,NC,Non classé
Sainte-Marguerite-D'Elle,14614,211406145,NC,Non classé
Sainte-Marie-Outre-L'Eau,14619,211406194,NC,Non classé
Saint-Martin-Aux-Chartrains,14620,211406202,NC,Non classé
Saint-Martin-De-Bienfaite-La-Cressonnière,14621,211406210,NC,Non classé
Saint-Martin-De-Blagny,14622,211406228,NC,Non classé
Saint-Martin-De-Fontenay,14623,211406236,LNC,Non classé
Saint-Martin-De-La-Lieue,14625,211406251,NC,Non classé
Saint-Martin-De-Mailloc,14626,211406269,NC,Non classé
Saint-Martin-De-Mieux,14627,211406277,NC,Non classé
Saint-Martin-Des-Entrées,14630,211406301,NC,Non classé
Saint-Omer,14635,211406350,NC,Non classé
Saint-Ouen-Du-Mesnil-Oger,14637,211406376,NC,Non classé
Saint-Ouen-Le-Pin,14639,211406392,NC,Non classé
Saint-Pair,14640,211406400,NC,Non classé
Saint-Paul-Du-Vernay,14643,211406434,NC,Non classé
Saint-Philbert-Des-Champs,14644,211406442,NC,Non classé
Saint-Pierre-Azif,14645,211406459,NC,Non classé
Saint-Pierre-Canivet,14646,211406467,NC,Non classé
Saint-Pierre-Des-Ifs,14648,211406483,NC,Non classé
Saint-Pierre-Du-Bû,14649,211406491,NC,Non classé
Saint-Pierre-Du-Fresne,14650,211406509,NC,Non classé
Saint-Pierre-Du-Jonquet,14651,211406517,NC,Non classé
Saint-Pierre-Du-Mont,14652,211406525,NC,Non classé
Saint-Pierre-En-Auge,14654,200064798,LDIV,Courants politiques divers
Saint-Rémy,14656,211406566,LNC,Non classé
Saint-Samson,14657,211406574,NC,Non classé
Noues-De-Sienne,14658,200069896,LDIV,Courants politiques divers
Saint-Sylvain,14659,211406590,LNC,Non classé
Saint-Vaast-En-Auge,14660,211406608,NC,Non classé
Saint-Vaast-Sur-Seulles,14661,211406616,NC,Non classé
Saint-Vigor-Le-Grand,14663,211406632,LNC,Non classé
Sallen,14664,211406640,NC,Non classé
Sallenelles,14665,211406657,NC,Non classé
Sannerville,14666,211406665,LNC,Non classé
Saon,14667,211406673,NC,Non classé
Saonnet,14668,211406681,NC,Non classé
Sassy,14669,211406699,NC,Non classé
Val-De-Drôme,14672,200066439,NC,Non classé
Soignolles,14674,211406749,NC,Non classé
Soliers,14675,211406756,LNC,Non classé
Sommervieu,14676,211406764,NC,Non classé
Soulangy,14677,211406772,NC,Non classé
Soumont-Saint-Quentin,14678,211406780,NC,Non classé
Subles,14679,211406798,NC,Non classé
Sully,14680,211406806,NC,Non classé
Surrain,14681,211406814,NC,Non classé
Surville,14682,211406822,NC,Non classé
Tessel,14684,211406848,NC,Non classé
Thaon,14685,211406855,LNC,Non classé
Le Theil-En-Auge,14687,211406871,NC,Non classé
Thury-Harcourt-Le-Hom,14689,200060572,LDIV,Courants politiques divers
Tilly-Sur-Seulles,14692,211406921,LNC,Non classé
Le Torquesne,14694,211406947,NC,Non classé
Touffréville,14698,211406988,NC,Non classé
Touques,14699,211406996,LDVD,Droite
Tour-En-Bessin,14700,211407002,NC,Non classé
Tourgéville,14701,211407010,NC,Non classé
Tournières,14705,211407051,NC,Non classé
Tourville-En-Auge,14706,211407069,NC,Non classé
Tourville-Sur-Odon,14707,211407077,LNC,Non classé
Tracy-Bocage,14708,211407085,NC,Non classé
Tracy-Sur-Mer,14709,211407093,NC,Non classé
Tréprel,14710,211407101,NC,Non classé
Trévières,14711,211407119,NC,Non classé
Troarn,14712,211407127,LDIV,Courants politiques divers
Montillières-Sur-Orne,14713,200083137,NC,Non classé
Le Tronquay,14714,211407143,,
Trouville-Sur-Mer,14715,211407150,LDIV,Courants politiques divers
Trungy,14716,211407168,NC,Non classé
Urville,14719,211407192,NC,Non classé
Ussy,14720,211407200,NC,Non classé
Vacognes-Neuilly,14721,211407218,NC,Non classé
Valsemé,14723,211407234,NC,Non classé
Varaville,14724,211407242,NC,Non classé
Valdallière,14726,200054641,LDIV,Courants politiques divers
Vaucelles,14728,211407283,NC,Non classé
Vauville,14731,211407317,NC,Non classé
Vaux-Sur-Aure,14732,211407325,NC,Non classé
Vaux-Sur-Seulles,14733,211407333,NC,Non classé
Vendes,14734,211407341,NC,Non classé
Vendeuvre,14735,211407358,NC,Non classé
Versainville,14737,211407374,NC,Non classé
Verson,14738,211407382,LECO,Courants politiques divers
Ver-Sur-Mer,14739,211407390,,
La Vespière-Friardel,14740,200060507,LNC,Non classé
Le Vey,14741,211407416,NC,Non classé
Vicques,14742,211407424,NC,Non classé
Victot-Pontfol,14743,211407432,NC,Non classé
Vienne-En-Bessin,14744,211407440,NC,Non classé
Vierville-Sur-Mer,14745,211407457,NC,Non classé
Vignats,14751,211407515,NC,Non classé
Villers-Bocage,14752,211407523,LNC,Non classé
Villers-Canivet,14753,211407531,NC,Non classé
Villers-Sur-Mer,14754,211407549,,
Villerville,14755,211407556,NC,Non classé
La Villette,14756,211407564,NC,Non classé
Villons-Les-Buissons,14758,211407580,NC,Non classé
Villy-Lez-Falaise,14759,211407598,NC,Non classé
Villy-Bocage,14760,211407606,NC,Non classé
Vimont,14761,211407614,NC,Non classé
Vire-Normandie,14762,200060176,,
Pont-D'Ouilly,14764,211407648,NC,Non classé
Allanche,15001,211500012,NC,Non classé
Alleuze,15002,211500020,NC,Non classé
Ally,15003,211500038,NC,Non classé
Andelat,15004,211500046,NC,Non classé
Anglards-De-Saint-Flour,15005,211500053,NC,Non classé
Anglards-De-Salers,15006,211500061,NC,Non classé
Anterrieux,15007,211500079,NC,Non classé
Antignac,15008,211500087,NC,Non classé
Apchon,15009,211500095,NC,Non classé
Arches,15010,211500103,NC,Non classé
Arnac,15011,211500111,NC,Non classé
Arpajon-Sur-Cère,15012,211500129,LDVD,Droite
Auriac-L'Eglise,15013,211500137,NC,Non classé
Aurillac,15014,211500145,LUG,Gauche
Auzers,15015,211500152,NC,Non classé
Ayrens,15016,211500160,NC,Non classé
Badailhac,15017,211500178,NC,Non classé
Barriac-Les-Bosquets,15018,211500186,NC,Non classé
Bassignac,15019,211500194,NC,Non classé
Beaulieu,15020,211500202,NC,Non classé
Boisset,15021,211500210,NC,Non classé
Bonnac,15022,211500228,NC,Non classé
Brageac,15024,211500244,NC,Non classé
Albepierre-Bredons,15025,211500251,NC,Non classé
Brezons,15026,211500269,NC,Non classé
Puycapel,15027,200086494,NC,Non classé
Carlat,15028,211500285,NC,Non classé
Cassaniouze,15029,211500293,NC,Non classé
Cayrols,15030,211500301,NC,Non classé
Celoux,15032,211500327,NC,Non classé
Cézens,15033,211500335,NC,Non classé
Chaliers,15034,211500343,NC,Non classé
Chalvignac,15036,211500368,NC,Non classé
Champagnac,15037,211500376,LNC,Non classé
Champs-Sur-Tarentaine-Marchal,15038,211500384,LNC,Non classé
Chanterelle,15040,211500400,NC,Non classé
La Chapelle-D'Alagnon,15041,211500418,NC,Non classé
La Chapelle-Laurent,15042,211500426,NC,Non classé
Charmensac,15043,211500434,NC,Non classé
Chaudes-Aigues,15045,211500459,NC,Non classé
Chaussenac,15046,211500467,NC,Non classé
Chazelles,15048,211500483,NC,Non classé
Cheylade,15049,211500491,NC,Non classé
Le Claux,15050,211500509,NC,Non classé
Clavières,15051,211500517,NC,Non classé
Collandres,15052,211500525,NC,Non classé
Coltines,15053,211500533,NC,Non classé
Condat,15054,211500541,NC,Non classé
Coren,15055,211500558,NC,Non classé
Crandelles,15056,211500566,NC,Non classé
Cros-De-Montvert,15057,211500574,NC,Non classé
Cros-De-Ronesque,15058,211500582,NC,Non classé
Cussac,15059,211500590,NC,Non classé
Deux-Verges,15060,211500608,NC,Non classé
Dienne,15061,211500616,NC,Non classé
Drugeac,15063,211500632,NC,Non classé
Escorailles,15064,211500640,NC,Non classé
Espinasse,15065,211500657,NC,Non classé
Le Falgoux,15066,211500665,NC,Non classé
Le Fau,15067,211500673,NC,Non classé
Ferrières-Saint-Mary,15069,211500699,NC,Non classé
Fontanges,15070,211500707,NC,Non classé
Freix-Anglards,15072,211500723,NC,Non classé
Fridefont,15073,211500731,NC,Non classé
Giou-De-Mamou,15074,211500749,NC,Non classé
Girgols,15075,211500756,NC,Non classé
Glénat,15076,211500764,NC,Non classé
Gourdièges,15077,211500772,NC,Non classé
Jabrun,15078,211500780,NC,Non classé
Jaleyrac,15079,211500798,NC,Non classé
Joursac,15080,211500806,NC,Non classé
Jou-Sous-Monjou,15081,211500814,NC,Non classé
Junhac,15082,211500822,NC,Non classé
Jussac,15083,211500830,LNC,Non classé
Labesserette,15084,211500848,NC,Non classé
Labrousse,15085,211500855,NC,Non classé
Lacapelle-Barrès,15086,211500863,NC,Non classé
Lacapelle-Del-Fraisse,15087,211500871,NC,Non classé
Lacapelle-Viescamp,15088,211500889,NC,Non classé
Ladinhac,15089,211500897,NC,Non classé
Lafeuillade-En-Vézie,15090,211500905,NC,Non classé
Landeyrat,15091,211500913,NC,Non classé
Lanobre,15092,211500921,LNC,Non classé
Lapeyrugue,15093,211500939,NC,Non classé
Laroquebrou,15094,211500947,NC,Non classé
Laroquevieille,15095,211500954,NC,Non classé
Lascelle,15096,211500962,NC,Non classé
Lastic,15097,211500970,NC,Non classé
Laurie,15098,211500988,NC,Non classé
Laveissenet,15100,211501002,NC,Non classé
Laveissière,15101,211501010,NC,Non classé
Lavigerie,15102,211501028,NC,Non classé
Leucamp,15103,211501036,NC,Non classé
Leynhac,15104,211501044,NC,Non classé
Leyvaux,15105,211501051,NC,Non classé
Lieutadès,15106,211501069,NC,Non classé
Lorcières,15107,211501077,NC,Non classé
Val D'Arcomie,15108,200054104,NC,Non classé
Madic,15111,211501119,NC,Non classé
Malbo,15112,211501127,NC,Non classé
Mandailles-Saint-Julien,15113,211501135,NC,Non classé
Marcenat,15114,211501143,NC,Non classé
Marchastel,15116,211501168,NC,Non classé
Marcolès,15117,211501176,NC,Non classé
Marmanhac,15118,211501184,NC,Non classé
Massiac,15119,211501192,LNC,Non classé
Mauriac,15120,211501200,LDIV,Courants politiques divers
Maurines,15121,211501218,NC,Non classé
Maurs,15122,211501226,LNC,Non classé
Méallet,15123,211501234,NC,Non classé
Menet,15124,211501242,NC,Non classé
Mentières,15125,211501259,NC,Non classé
Molèdes,15126,211501267,NC,Non classé
Molompize,15127,211501275,NC,Non classé
La Monselie,15128,211501283,NC,Non classé
Montboudif,15129,211501291,NC,Non classé
Montchamp,15130,211501309,NC,Non classé
Le Monteil,15131,211501317,NC,Non classé
Montgreleix,15132,211501325,NC,Non classé
Montmurat,15133,211501333,NC,Non classé
Montsalvy,15134,211501341,NC,Non classé
Montvert,15135,211501358,NC,Non classé
Moussages,15137,211501374,NC,Non classé
Murat,15138,200071702,LNC,Non classé
Narnhac,15139,211501390,NC,Non classé
Naucelles,15140,211501408,LNC,Non classé
Neussargues En Pinatelle,15141,200065175,LNC,Non classé
Neuvéglise-Sur-Truyère,15142,200065191,LNC,Non classé
Nieudan,15143,211501432,NC,Non classé
Omps,15144,211501440,NC,Non classé
Pailherols,15146,211501465,NC,Non classé
Parlan,15147,211501473,NC,Non classé
Paulhac,15148,211501481,NC,Non classé
Paulhenc,15149,211501499,NC,Non classé
Peyrusse,15151,211501515,NC,Non classé
Pierrefort,15152,211501523,NC,Non classé
Pleaux,15153,211501531,LNC,Non classé
Polminhac,15154,211501549,LNC,Non classé
Pradiers,15155,211501556,NC,Non classé
Prunet,15156,211501564,NC,Non classé
Quézac,15157,211501572,NC,Non classé
Rageade,15158,211501580,NC,Non classé
Raulhac,15159,211501598,NC,Non classé
Reilhac,15160,211502919,LNC,Non classé
Rézentières,15161,211501614,NC,Non classé
Riom-Ès-Montagnes,15162,211501622,LNC,Non classé
Roannes-Saint-Mary,15163,211501630,LNC,Non classé
Roffiac,15164,211501648,NC,Non classé
Rouffiac,15165,211501655,NC,Non classé
Roumégoux,15166,211501663,NC,Non classé
Rouziers,15167,211501671,NC,Non classé
Ruynes-En-Margeride,15168,211501689,NC,Non classé
Saignes,15169,211501697,NC,Non classé
Saint-Amandin,15170,211501705,NC,Non classé
Saint-Antoine,15172,211501721,NC,Non classé
Saint-Bonnet-De-Condat,15173,211501739,NC,Non classé
Saint-Bonnet-De-Salers,15174,211501747,NC,Non classé
Saint-Cernin,15175,211501754,LNC,Non classé
Saint-Chamant,15176,211501762,NC,Non classé
Saint-Cirgues-De-Jordanne,15178,211501788,NC,Non classé
Saint-Cirgues-De-Malbert,15179,211501796,NC,Non classé
Saint-Clément,15180,211501804,NC,Non classé
Saint-Constant-Fournoulès,15181,200057503,NC,Non classé
Saint-Etienne-Cantalès,15182,211501820,NC,Non classé
Saint-Etienne-De-Carlat,15183,211501838,NC,Non classé
Saint-Etienne-De-Maurs,15184,211501846,NC,Non classé
Saint-Etienne-De-Chomeil,15185,211501853,NC,Non classé
Sainte-Eulalie,15186,211501861,NC,Non classé
Saint-Flour,15187,211501879,LDVC,Centre
Saint-Georges,15188,211501887,LNC,Non classé
Saint-Gérons,15189,211501895,NC,Non classé
Saint-Hippolyte,15190,211501903,NC,Non classé
Saint-Illide,15191,211501911,NC,Non classé
Saint-Jacques-Des-Blats,15192,211501929,NC,Non classé
Saint-Julien-De-Toursac,15194,211501945,NC,Non classé
Saint-Mamet-La-Salvetat,15196,211501960,LNC,Non classé
Sainte-Marie,15198,211501986,NC,Non classé
Saint-Martial,15199,211501994,NC,Non classé
Saint-Martin-Cantalès,15200,211502000,NC,Non classé
Saint-Martin-Sous-Vigouroux,15201,211502018,,
Saint-Martin-Valmeroux,15202,211502026,NC,Non classé
Saint-Mary-Le-Plain,15203,211502034,NC,Non classé
Saint-Paul-Des-Landes,15204,211502042,LNC,Non classé
Saint-Paul-De-Salers,15205,211502059,NC,Non classé
Saint-Pierre,15206,211502067,NC,Non classé
Saint-Poncy,15207,211502075,NC,Non classé
Saint-Projet-De-Salers,15208,211502083,NC,Non classé
Saint-Rémy-De-Chaudes-Aigues,15209,211502091,NC,Non classé
Saint-Santin-Cantalès,15211,211502117,NC,Non classé
Saint-Santin-De-Maurs,15212,211502125,NC,Non classé
Saint-Saturnin,15213,211502133,NC,Non classé
Saint-Saury,15214,211502141,NC,Non classé
Saint-Simon,15215,211502158,LNC,Non classé
Saint-Urcize,15216,211502166,NC,Non classé
Saint-Victor,15217,211502174,NC,Non classé
Saint-Vincent-De-Salers,15218,211502182,NC,Non classé
Salers,15219,211502190,NC,Non classé
Salins,15220,211502208,NC,Non classé
Sansac-De-Marmiesse,15221,211502216,LNC,Non classé
Sansac-Veinazès,15222,211502224,NC,Non classé
Sauvat,15223,211502232,NC,Non classé
La Ségalassière,15224,211502240,NC,Non classé
Ségur-Les-Villas,15225,211502257,NC,Non classé
Sénezergues,15226,211502265,NC,Non classé
Siran,15228,211502281,NC,Non classé
Soulages,15229,211502299,NC,Non classé
Sourniac,15230,211502307,NC,Non classé
Talizat,15231,211502315,NC,Non classé
Tanavelle,15232,211502323,NC,Non classé
Teissières-De-Cornet,15233,211502331,NC,Non classé
Teissières-Lès-Bouliès,15234,211502349,NC,Non classé
Les Ternes,15235,211502356,NC,Non classé
Thiézac,15236,211502364,NC,Non classé
Tiviers,15237,211502372,NC,Non classé
Tournemire,15238,211502380,NC,Non classé
Trémouille,15240,211502406,NC,Non classé
La Trinitat,15241,211502414,NC,Non classé
Le Trioulou,15242,211502422,NC,Non classé
Trizac,15243,211502430,NC,Non classé
Ussel,15244,211502448,NC,Non classé
Vabres,15245,211502455,NC,Non classé
Valette,15246,211502463,NC,Non classé
Valjouze,15247,211502471,NC,Non classé
Valuéjols,15248,211502489,NC,Non classé
Le Vaulmier,15249,211502497,NC,Non classé
Vebret,15250,211502505,NC,Non classé
Védrines-Saint-Loup,15251,211502513,NC,Non classé
Velzic,15252,211502521,NC,Non classé
Vernols,15253,211502539,NC,Non classé
Veyrières,15254,211502547,NC,Non classé
Vézac,15255,211502554,LNC,Non classé
Vèze,15256,211502562,NC,Non classé
Vezels-Roussy,15257,211502570,NC,Non classé
Vic-Sur-Cère,15258,211502588,LNC,Non classé
Vieillespesse,15259,211502596,NC,Non classé
Vieillevie,15260,211502604,NC,Non classé
Le Vigean,15261,211502612,NC,Non classé
Villedieu,15262,211502620,NC,Non classé
Virargues,15263,211502638,NC,Non classé
Vitrac,15264,211502646,NC,Non classé
Ydes,15265,211502653,LNC,Non classé
Yolet,15266,211502661,NC,Non classé
Ytrac,15267,211502679,LDVD,Droite
Le Rouget-Pers,15268,200057487,,
